URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-ch-vaccination-plan-immunizations-vs,3.1.1-ci-build,active,,SwissVaccinationPlanImmunizations,CH VACD Swiss Vaccination Plan Immunizations,"Immunization procedures for recommendations according to the vaccination plan.","StructureDefinition/ch-vacd-immunization-recommendation","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-entry-conflict-vs,6.0.0-ballot-ci-build,active,,CHVACDEntryConflictCode,Entry Conflict Codes,"The codes for declaring document entry conflicts","StructureDefinition/ch-vacd-ext-merging-conflict-entry-reference","Internal"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-immunization-allergyintolerances-vs,6.0.0-ballot-ci-build,draft,,AllergiesAndIntolerancesForImmunization,Allergies and Intolerance values for Immunization,"The allergies and adverse reactions which have an influence on the immunization recommendations.","StructureDefinition/ch-vacd-allergyintolerances","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-laboratory-serology-vs,6.0.0-ballot-ci-build,active,,LaboratorySerologyImmunization,Laboratory Serology for Immunization,"Laboratory Serology for immunization","StructureDefinition/ch-vacd-laboratory-serology","LOINC"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-recommendation-categories-vs,3.1.1-ci-build,active,,SwissImmunizationRecommendationCategories,CH VACD Recommendation Categories for Immunizations,"Immunization recommendation categories.","StructureDefinition/ch-vacd-immunization-recommendation","SCT,ch.fhir.ig.ch-term"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-recommendation-forecast-status-vs,3.1.1-ci-build,active,,SwissRecommendationForecastStatus,CH VACD Swiss Recommendation Forecast Status,"Immunization recommendation forecast status values.","StructureDefinition/ch-vacd-immunization-recommendation","ch.fhir.ig.ch-term"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-risks-medical-vs,6.0.0-ballot-ci-build,active,,SwissMedicalRisksForImmunizations,Swiss Medical Risks For Immunizations,"The medical risks used in Switzerland.","ValueSet/ch-vacd-risks-vs","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-risks-occupation-vs,6.0.0-ballot-ci-build,active,,SwissOccupationRisksForImmunizations,Swiss Occupation Risks For Immunizations,"The occupation exposition risks used in Switzerland.","ValueSet/ch-vacd-risks-vs","SCT,Internal"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-risks-preillness-vs,6.0.0-ballot-ci-build,active,,SwissPreillnessRisksForImmunizations,Swiss Preillness Risks For Immunizations,"The preillness risks used in Switzerland.","ValueSet/ch-vacd-risks-vs","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-risks-social-vs,6.0.0-ballot-ci-build,active,,SwissSocialRisksForImmunizations,Swiss Social Risks For Immunizations,"The social exposition risks used in Switzerland.","ValueSet/ch-vacd-risks-vs","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-risks-vs,6.0.0-ballot-ci-build,active,,SwissRisksForImmunizations,Swiss Risks For Immunizations,"The medical and exposition risks used in Switzerland.","StructureDefinition/ch-vacd-medical-problems",
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-route-of-administration-vs,3.1.1-ci-build,active,,RouteOfAdministrationImmunization,CH VACD Route of Administration for Immunization,"The route of immunization administration codes. This list is only a sublist of the List used for eMedication.","StructureDefinition/ch-vacd-immunization","Other"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-targetdiseasesandillnessesundergoneforimmunization-vs,3.1.1-ci-build,active,,ChVacdTargetDiseasesAndIllnessesUndergoneForImmunization,CH VACD Target disease and illnesses undergone for immunization,"This valueset contains all entries defining target deseases or illnesses undergone for immunization reasons.","StructureDefinition/ch-vacd-immunization-recommendation,StructureDefinition/ch-vacd-pastillnesses,StructureDefinition/ch-vacd-immunization","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-vaccines-snomedct-vs,3.1.1-ci-build,active,,SnomedCTForVaccineCode,CH VACD Snomed CT for vaccine code,"The list of vaccine products in Snomed CT list.","StructureDefinition/ch-vacd-immunization","SCT"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-vaccines-vs,3.1.1-ci-build,active,,SwissVaccines,CH VACD Swissmedic code for vaccine code,"The list of vaccines available (Swissmedic authorized) or earlier available in Switzerland.","StructureDefinition/ch-vacd-immunization","SCT,ch.fhir.ig.ch-term"
http://fhir.ch/ig/ch-vacd/ValueSet/ch-vacd-verification-status-vs,6.0.0-ballot-ci-build,active,,CHVACDVerificationStatusVS,Verification Status Codes,"Definition the verification status codes for the extension ch-vacd-ext-verification-status.","StructureDefinition/ch-vacd-ext-verification-status","SCT"
http://hl7.org/fhir/ValueSet/allergy-intolerance-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.133",AllergyIntoleranceCategory,AllergyIntoleranceCategory,"Category of an identified substance associated with allergies or intolerances.","StructureDefinition/ch-vacd-allergyintolerances","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-criticality,4.0.1,draft,"2.16.840.1.113883.4.642.3.129",AllergyIntoleranceCriticality,AllergyIntoleranceCriticality,"Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","StructureDefinition/ch-vacd-allergyintolerances","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.131",AllergyIntoleranceType,AllergyIntoleranceType,"Identification of the underlying physiological mechanism for a Reaction Risk.","StructureDefinition/ch-vacd-allergyintolerances","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergyintolerance-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.1372",AllergyIntoleranceClinicalStatusCodes,AllergyIntolerance Clinical Status Codes,"Preferred value set for AllergyIntolerance Clinical Status.","StructureDefinition/ch-vacd-allergyintolerances","THO"
http://hl7.org/fhir/ValueSet/allergyintolerance-verification,4.0.1,draft,"2.16.840.1.113883.4.642.3.1370",AllergyIntoleranceVerificationStatusCodes,AllergyIntolerance Verification Status Codes,"Preferred value set for AllergyIntolerance Verification Status.","StructureDefinition/ch-vacd-allergyintolerances","THO"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/ch-vacd-pastillnesses,StructureDefinition/ch-vacd-basic-immunization,StructureDefinition/ch-vacd-condition,StructureDefinition/ch-vacd-medical-problems,StructureDefinition/ch-vacd-laboratory-serology","SCT"
http://hl7.org/fhir/ValueSet/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.3.620",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","StructureDefinition/ch-vacd-document-immunization-administration,StructureDefinition/ch-vacd-document-vaccination-record,StructureDefinition/ch-vacd-recommendation-response-message,StructureDefinition/ch-vacd-recommendation-request-message","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/composition-attestation-mode,4.0.1,draft,"2.16.840.1.113883.4.642.3.238",CompositionAttestationMode,CompositionAttestationMode,"The way in which a person authenticated a composition.","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-composition-vaccination-record","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/composition-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.241",CompositionStatus,CompositionStatus,"The workflow/clinical status of the composition.","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-composition-vaccination-record","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/condition-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.162",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/ch-vacd-pastillnesses,StructureDefinition/ch-vacd-basic-immunization,StructureDefinition/ch-vacd-condition,StructureDefinition/ch-vacd-medical-problems","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/ch-vacd-pastillnesses,StructureDefinition/ch-vacd-basic-immunization,StructureDefinition/ch-vacd-condition,StructureDefinition/ch-vacd-medical-problems","THO"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/ch-vacd-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.168",Condition/DiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/ch-vacd-pastillnesses,StructureDefinition/ch-vacd-basic-immunization,StructureDefinition/ch-vacd-condition,StructureDefinition/ch-vacd-medical-problems","SCT"
http://hl7.org/fhir/ValueSet/condition-stage,4.0.1,draft,"2.16.840.1.113883.4.642.3.170",ConditionStage,Condition Stage,"Example value set for stages of cancer and other conditions.","StructureDefinition/ch-vacd-pastillnesses,StructureDefinition/ch-vacd-basic-immunization,StructureDefinition/ch-vacd-condition,StructureDefinition/ch-vacd-medical-problems","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/ch-vacd-pastillnesses,StructureDefinition/ch-vacd-basic-immunization,StructureDefinition/ch-vacd-condition,StructureDefinition/ch-vacd-medical-problems","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/ch-vacd-pastillnesses,StructureDefinition/ch-vacd-basic-immunization,StructureDefinition/ch-vacd-condition,StructureDefinition/ch-vacd-medical-problems","THO"
http://hl7.org/fhir/ValueSet/data-absent-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/ch-vacd-laboratory-serology","THO"
http://hl7.org/fhir/ValueSet/doc-section-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.237",DocumentSectionCodes,Document Section Codes,"Document section codes (LOINC codes used in CCDA sections).","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-composition-vaccination-record","LOINC"
http://hl7.org/fhir/ValueSet/document-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.244",DocumentRelationshipType,DocumentRelationshipType,"The type of relationship between documents.","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-composition-vaccination-record","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/http-verb,4.0.1,active,"2.16.840.1.113883.4.642.3.624",HTTPVerb,HTTPVerb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","StructureDefinition/ch-vacd-document-immunization-administration,StructureDefinition/ch-vacd-document-vaccination-record,StructureDefinition/ch-vacd-recommendation-response-message,StructureDefinition/ch-vacd-recommendation-request-message","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-document-immunization-administration,StructureDefinition/ch-vacd-document-vaccination-record,StructureDefinition/ch-vacd-recommendation-response-message,StructureDefinition/ch-vacd-recommendation-request-message,StructureDefinition/ch-vacd-composition-vaccination-record","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-document-immunization-administration,StructureDefinition/ch-vacd-document-vaccination-record,StructureDefinition/ch-vacd-recommendation-response-message,StructureDefinition/ch-vacd-recommendation-request-message,StructureDefinition/ch-vacd-composition-vaccination-record","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/immunization-function,4.0.1,draft,"2.16.840.1.113883.4.642.3.995",ImmunizationFunctionCodes,Immunization Function Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the function a practitioner or organization may play in the immunization event. This value set is provided as a suggestive example.","StructureDefinition/ch-vacd-immunization","THO (V2)"
http://hl7.org/fhir/ValueSet/immunization-funding-source,4.0.1,draft,"2.16.840.1.113883.4.642.3.293",ImmunizationFundingSource,Immunization Funding Source,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the source of the vaccine administered. This value set is provided as a suggestive example.","StructureDefinition/ch-vacd-immunization","THO"
http://hl7.org/fhir/ValueSet/immunization-origin,4.0.1,draft,"2.16.840.1.113883.4.642.3.296",ImmunizationOriginCodes,Immunization Origin Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the source of the data when the report of the immunization event is not based on information from the person, entity or organization who administered the vaccine. This value set is provided as a suggestive example.","StructureDefinition/ch-vacd-immunization","THO"
http://hl7.org/fhir/ValueSet/immunization-program-eligibility,4.0.1,draft,"2.16.840.1.113883.4.642.3.291",ImmunizationProgramEligibility,Immunization Program Eligibility,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the patient's eligibility for a vaccination program. This value set is provided as a suggestive example.","StructureDefinition/ch-vacd-immunization","THO"
http://hl7.org/fhir/ValueSet/immunization-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.290",ImmunizationReasonCodes,Immunization Reason Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose of vaccine was administered. This value set is provided as a suggestive example.","StructureDefinition/ch-vacd-immunization","SCT"
http://hl7.org/fhir/ValueSet/immunization-recommendation-date-criterion,4.0.1,draft,"2.16.840.1.113883.4.642.3.308",ImmunizationRecommendationDateCriterionCodes,Immunization Recommendation Date Criterion Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support the definition of dates relevant to recommendations for future doses of vaccines. This value set is provided as a suggestive example.","StructureDefinition/ch-vacd-immunization-recommendation","LOINC"
http://hl7.org/fhir/ValueSet/immunization-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.288",CodesForImmunizationSiteOfAdministration,Codes for Immunization Site of Administration,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the body site where the vaccination occurred. This value set is provided as a suggestive example.","StructureDefinition/ch-vacd-immunization","THO (V3)"
http://hl7.org/fhir/ValueSet/immunization-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.295",ImmunizationStatusCodes,Immunization Status Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the current status of the administered dose of vaccine.","StructureDefinition/ch-vacd-immunization","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/immunization-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.992",ImmunizationStatusReasonCodes,Immunization Status Reason Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose of vaccine was not administered. This value set is provided as a suggestive example.","StructureDefinition/ch-vacd-immunization","THO (V3),SCT"
http://hl7.org/fhir/ValueSet/immunization-subpotent-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.993",ImmunizationSubpotentReason,Immunization Subpotent Reason,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose is considered to be subpotent. This value set is provided as a suggestive example.","StructureDefinition/ch-vacd-immunization","THO"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-document-vaccination-record,StructureDefinition/ch-vacd-basic-immunization,StructureDefinition/ch-vacd-condition,StructureDefinition/ch-vacd-medical-problems,StructureDefinition/ch-vacd-recommendation-response-message,StructureDefinition/ch-vacd-recommendation-request-message,StructureDefinition/ch-vacd-allergyintolerances,StructureDefinition/ch-vacd-laboratory-serology,StructureDefinition/ch-vacd-recommendation-response-messageheader,StructureDefinition/ch-vacd-immunization-recommendation,StructureDefinition/ch-vacd-pastillnesses,StructureDefinition/ch-vacd-recommendation-request-messageheader,StructureDefinition/ch-vacd-document-immunization-administration,StructureDefinition/ch-vacd-composition-vaccination-record,StructureDefinition/ch-vacd-immunization,StructureDefinition/ch-vacd-medication-for-immunization","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/list-empty-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.322",ListEmptyReasons,List Empty Reasons,"General reasons for a list to be empty. Reasons are either related to a summary list (i.e. problem or medication list) or to a workflow related list (i.e. consultation list).","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-composition-vaccination-record","THO"
http://hl7.org/fhir/ValueSet/list-mode,4.0.1,draft,"2.16.840.1.113883.4.642.3.318",ListMode,ListMode,"The processing mode that applies to this list.","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-composition-vaccination-record","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/list-order,4.0.1,draft,"2.16.840.1.113883.4.642.3.324",ListOrderCodes,List Order Codes,"Base values for the order of the items in a list resource.","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-composition-vaccination-record","THO"
http://hl7.org/fhir/ValueSet/manifestation-or-symptom,4.0.1,draft,"2.16.840.1.113883.4.642.3.169",ManifestationAndSymptomCodes,Manifestation and Symptom Codes,"Example value set for Manifestation and Symptom codes.","StructureDefinition/ch-vacd-pastillnesses,StructureDefinition/ch-vacd-basic-immunization,StructureDefinition/ch-vacd-condition,StructureDefinition/ch-vacd-medical-problems","SCT"
http://hl7.org/fhir/ValueSet/medication-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.375",SNOMEDCTMedicationCodes,SNOMED CT Medication Codes,"This value set includes all drug or medicament substance codes and all pharmaceutical/biologic products from SNOMED CT - provided as an exemplar value set.","StructureDefinition/ch-vacd-medication-for-immunization","SCT"
http://hl7.org/fhir/ValueSet/medication-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.376",Medication Status Codes,Medication  status  codes,"Medication Status Codes","StructureDefinition/ch-vacd-medication-for-immunization","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/message-events,4.0.1,active,"2.16.840.1.113883.4.642.3.26",MessageEvent,MessageEvent,"One of the message events defined as part of this version of FHIR.","StructureDefinition/ch-vacd-recommendation-request-messageheader,StructureDefinition/ch-vacd-recommendation-response-messageheader","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/message-reason-encounter,4.0.1,draft,"2.16.840.1.113883.4.642.3.378",ExampleMessageReasonCodes,Example Message Reason Codes,"Example Message Reasons. These are the set of codes that might be used an updating an encounter using admin-update.","StructureDefinition/ch-vacd-recommendation-request-messageheader,StructureDefinition/ch-vacd-recommendation-response-messageheader","THO"
http://hl7.org/fhir/ValueSet/observation-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.403",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/ch-vacd-laboratory-serology","THO"
http://hl7.org/fhir/ValueSet/observation-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.396",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","StructureDefinition/ch-vacd-laboratory-serology","LOINC"
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/ch-vacd-laboratory-serology","THO (V3)"
http://hl7.org/fhir/ValueSet/observation-methods,4.0.1,draft,"2.16.840.1.113883.4.642.3.395",ObservationMethods,Observation Methods,"Observation Method codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 272394005 (Technique (qualifier value)) or is-a 129264002 (Action (qualifier value)) or is-a 386053000 (Evaluation procedure(procedure))","StructureDefinition/ch-vacd-laboratory-serology","SCT"
http://hl7.org/fhir/ValueSet/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.3.400",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","StructureDefinition/ch-vacd-laboratory-serology","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/reaction-event-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.135",AllergyIntoleranceSeverity,AllergyIntoleranceSeverity,"Clinical assessment of the severity of a reaction event as a whole, potentially considering multiple different manifestations.","StructureDefinition/ch-vacd-allergyintolerances","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.0.1,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/ch-vacd-laboratory-serology","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/ch-vacd-laboratory-serology","THO"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/ch-vacd-composition-immunization-administration,StructureDefinition/ch-vacd-composition-vaccination-record","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/response-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.380",ResponseType,ResponseType,"The kind of response to a message.","StructureDefinition/ch-vacd-recommendation-request-messageheader,StructureDefinition/ch-vacd-recommendation-response-messageheader","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/route-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.98",SNOMEDCTRouteCodes,SNOMED CT Route Codes,"This value set includes all Route codes from SNOMED CT - provided as an exemplar.","StructureDefinition/ch-vacd-allergyintolerances","SCT"
